0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
"[0.3152187764644623, 0.13043880462646484]","[0.3083626627922058, 0.10866275429725647]","[0.307055801153183, 0.10799232870340347]","[0.3054378926753998, 0.10738835483789444]","[0.30598145723342896, 0.1077805757522583]","[0.30329644680023193, 0.1067688837647438]","[0.3004015386104584, 0.10596645623445511]","[0.2887117266654968, 0.11342869699001312]","[0.2836166322231293, 0.11246080696582794]","[0.30846038460731506, 0.15253327786922455]","[0.30532106757164, 0.15151861310005188]","[0.2663711607456207, 0.22851815819740295]","[0.25041982531547546, 0.21370352804660797]","[0.2551359534263611, 0.3391268253326416]","[0.17048579454421997, 0.31767091155052185]","[0.316279798746109, 0.3290151357650757]","[0.24534635245800018, 0.4235828220844269]","[0.32889387011528015, 0.3192397356033325]","[0.2607806622982025, 0.45769086480140686]","[0.3275921642780304, 0.31245550513267517]","[0.270023912191391, 0.45231637358665466]","[0.32139572501182556, 0.31669729948043823]","[0.2677288055419922, 0.441990464925766]","[0.24784177541732788, 0.5616445541381836]","[0.2500252425670624, 0.5671404004096985]","[0.2092849612236023, 0.7720237970352173]","[0.3064439594745636, 0.7178312540054321]","[0.13454769551753998, 0.9297795295715332]","[0.23638547956943512, 0.9100962281227112]","[0.11318712681531906, 0.9447867274284363]","[0.2160758525133133, 0.9284536242485046]","[0.14397390186786652, 0.9926221966743469]","[0.24986149370670319, 0.9905487895011902]"
"[0.31457558274269104, 0.12998603284358978]","[0.30698806047439575, 0.10642843693494797]","[0.30541181564331055, 0.10557591915130615]","[0.3035418391227722, 0.10475524514913559]","[0.30504605174064636, 0.10600385069847107]","[0.30239585041999817, 0.10511123389005661]","[0.2995074987411499, 0.10434586554765701]","[0.2871208190917969, 0.11082126200199127]","[0.28301769495010376, 0.11039170622825623]","[0.30766981840133667, 0.1523253619670868]","[0.3050749897956848, 0.1514853537082672]","[0.2666345238685608, 0.2258175164461136]","[0.2489355057477951, 0.2118140310049057]","[0.25611957907676697, 0.3342975080013275]","[0.16487407684326172, 0.3112313151359558]","[0.3147117793560028, 0.3270261585712433]","[0.2421206831932068, 0.41311168670654297]","[0.32683664560317993, 0.31802481412887573]","[0.25767800211906433, 0.4469088912010193]","[0.3259004056453705, 0.31092366576194763]","[0.2673147916793823, 0.44072654843330383]","[0.3199610412120819, 0.31479179859161377]","[0.2657872438430786, 0.43031999468803406]","[0.24836306273937225, 0.5571557283401489]","[0.2502313554286957, 0.5645748972892761]","[0.16328316926956177, 0.7505878210067749]","[0.3663606345653534, 0.7080774307250977]","[0.04558418318629265, 0.8986352682113647]","[0.3290862739086151, 0.9274681210517883]","[0.021604906767606735, 0.9109742641448975]","[0.3125247359275818, 0.9673029184341431]","[0.044162649661302567, 0.9891390204429626]","[0.38218972086906433, 0.9740743041038513]"
"[0.3153126537799835, 0.12308844178915024]","[0.3072425127029419, 0.09878208488225937]","[0.3055381774902344, 0.09786812216043472]","[0.30347687005996704, 0.09689509123563766]","[0.3054600954055786, 0.09888569265604019]","[0.3028344511985779, 0.09825015068054199]","[0.2998877763748169, 0.09767798334360123]","[0.2858913540840149, 0.10458831489086151]","[0.2827552855014801, 0.10507497936487198]","[0.3084525763988495, 0.14636313915252686]","[0.3060242235660553, 0.14618243277072906]","[0.26661309599876404, 0.22103172540664673]","[0.24928322434425354, 0.20848609507083893]","[0.25496578216552734, 0.3268151879310608]","[0.15981510281562805, 0.30166640877723694]","[0.31377917528152466, 0.32739371061325073]","[0.2388351857662201, 0.405166894197464]","[0.32544517517089844, 0.3211953341960907]","[0.2557882070541382, 0.4368782937526703]","[0.3248392939567566, 0.3148237466812134]","[0.26526373624801636, 0.4292949438095093]","[0.31903454661369324, 0.31802231073379517]","[0.26310989260673523, 0.4187473654747009]","[0.24808505177497864, 0.5548957586288452]","[0.25788161158561707, 0.5625002980232239]","[0.16270802915096283, 0.7407403588294983]","[0.3690820634365082, 0.7104045152664185]","[0.027601758018136024, 0.8706474304199219]","[0.35600483417510986, 0.9365888237953186]","[0.011477576568722725, 0.8700925707817078]","[0.34248316287994385, 0.9761463403701782]","[0.016248095780611038, 0.9618101716041565]","[0.4129619896411896, 0.9686565399169922]"
"[0.3155153691768646, 0.11800403147935867]","[0.3073903024196625, 0.09423041343688965]","[0.3056999444961548, 0.09344834834337234]","[0.30358412861824036, 0.09271960705518723]","[0.3056156039237976, 0.094507597386837]","[0.3030766248703003, 0.09401950240135193]","[0.30024415254592896, 0.09364350140094757]","[0.28642481565475464, 0.1012381911277771]","[0.2836235463619232, 0.10135333240032196]","[0.30873915553092957, 0.14061583578586578]","[0.3063734769821167, 0.14077401161193848]","[0.2675080895423889, 0.2170209437608719]","[0.24721387028694153, 0.20511175692081451]","[0.25444960594177246, 0.3236802816390991]","[0.16082970798015594, 0.3013545572757721]","[0.3126966059207916, 0.33323484659194946]","[0.24134708940982819, 0.40207749605178833]","[0.3244693875312805, 0.3282603621482849]","[0.25750118494033813, 0.4333842098712921]","[0.3241799771785736, 0.3222513794898987]","[0.2669392228126526, 0.4261355996131897]","[0.318471759557724, 0.32534781098365784]","[0.265566885471344, 0.41640380024909973]","[0.24965713918209076, 0.5490707755088806]","[0.25981399416923523, 0.5589487552642822]","[0.17039109766483307, 0.7367725968360901]","[0.3627643585205078, 0.7147051095962524]","[0.02421550825238228, 0.823356568813324]","[0.3741058111190796, 0.9467310309410095]","[0.010779935866594315, 0.8182840943336487]","[0.36340317130088806, 0.9809039235115051]","[0.020365804433822632, 0.9039806723594666]","[0.43087565898895264, 0.9729887843132019]"
"[0.31643927097320557, 0.11026068776845932]","[0.3082844316959381, 0.08847545832395554]","[0.30652111768722534, 0.08781290054321289]","[0.3042351007461548, 0.0871763527393341]","[0.30651167035102844, 0.08870086818933487]","[0.30394446849823, 0.08831644058227539]","[0.3010348975658417, 0.08801256865262985]","[0.2867688238620758, 0.09781590849161148]","[0.2840520739555359, 0.09788776934146881]","[0.3095609247684479, 0.1329682320356369]","[0.30733251571655273, 0.13352659344673157]","[0.26777490973472595, 0.21544188261032104]","[0.2458483874797821, 0.20389452576637268]","[0.256453275680542, 0.3261995315551758]","[0.16170768439769745, 0.30398041009902954]","[0.3103356957435608, 0.34206652641296387]","[0.24193371832370758, 0.40199312567710876]","[0.32408657670021057, 0.3409304916858673]","[0.25961482524871826, 0.43266183137893677]","[0.32382914423942566, 0.3389332890510559]","[0.26796749234199524, 0.4253385365009308]","[0.31798049807548523, 0.33958494663238525]","[0.2662055492401123, 0.4161505103111267]","[0.25911185145378113, 0.547520637512207]","[0.25451692938804626, 0.5570178627967834]","[0.2278663069009781, 0.7543231248855591]","[0.3307146728038788, 0.7333800196647644]","[0.21586349606513977, 0.901587188243866]","[0.27607855200767517, 0.9312318563461304]","[0.20354649424552917, 0.9359932541847229]","[0.2541015148162842, 0.9650303721427917]","[0.2555418610572815, 0.9180436134338379]","[0.29824715852737427, 0.9511220455169678]"
"[0.31689003109931946, 0.10805477201938629]","[0.308711439371109, 0.08632161468267441]","[0.3068625330924988, 0.08557549118995667]","[0.30441877245903015, 0.0848500058054924]","[0.30707037448883057, 0.08645782619714737]","[0.3044946491718292, 0.08592912554740906]","[0.30147233605384827, 0.08541375398635864]","[0.28705593943595886, 0.09526253491640091]","[0.2844979166984558, 0.09452201426029205]","[0.30995577573776245, 0.129866823554039]","[0.3081073760986328, 0.13010315597057343]","[0.26818788051605225, 0.21235333383083344]","[0.24534590542316437, 0.20304490625858307]","[0.24813537299633026, 0.3267737627029419]","[0.16555148363113403, 0.3100793957710266]","[0.29478010535240173, 0.3838682770729065]","[0.24701708555221558, 0.4048970341682434]","[0.307616263628006, 0.38897302746772766]","[0.26387014985084534, 0.4343726336956024]","[0.312201589345932, 0.3817112445831299]","[0.2718442976474762, 0.42553842067718506]","[0.3069342076778412, 0.3795626163482666]","[0.26973071694374084, 0.4162989854812622]","[0.2610209584236145, 0.54471355676651]","[0.2501196265220642, 0.5516538023948669]","[0.3352421224117279, 0.7524448037147522]","[0.20539070665836334, 0.7453892827033997]","[0.37452706694602966, 0.9514535665512085]","[0.11733569949865341, 0.8070781826972961]","[0.36701297760009766, 0.983482301235199]","[0.09958543628454208, 0.8037147521972656]","[0.4273402988910675, 0.9209328889846802]","[0.0915166437625885, 0.8502172231674194]"
"[0.3171594738960266, 0.10981667041778564]","[0.3097313940525055, 0.08788301795721054]","[0.30811288952827454, 0.08719906955957413]","[0.305827796459198, 0.08663681149482727]","[0.3075411915779114, 0.08804990351200104]","[0.3047464191913605, 0.087648406624794]","[0.30159828066825867, 0.08735592663288116]","[0.287114679813385, 0.09705334901809692]","[0.28477615118026733, 0.0967784970998764]","[0.3102286458015442, 0.13166356086730957]","[0.3083113729953766, 0.13147957623004913]","[0.2723635137081146, 0.21365506947040558]","[0.24165621399879456, 0.20468272268772125]","[0.24892187118530273, 0.34905174374580383]","[0.16594067215919495, 0.31536346673965454]","[0.29999691247940063, 0.40647947788238525]","[0.24978874623775482, 0.4085697829723358]","[0.3115801215171814, 0.41432294249534607]","[0.264859139919281, 0.4375515580177307]","[0.31642332673072815, 0.4054422676563263]","[0.2721141278743744, 0.42743945121765137]","[0.3107414245605469, 0.40274855494499207]","[0.2708888351917267, 0.4187445640563965]","[0.2604636549949646, 0.5455160140991211]","[0.25116661190986633, 0.5523051619529724]","[0.21814195811748505, 0.7533211708068848]","[0.3120794892311096, 0.751544177532196]","[0.07025668025016785, 0.7225973606109619]","[0.3576194643974304, 0.9512471556663513]","[0.04967848211526871, 0.6900956034660339]","[0.35105887055397034, 0.9786527156829834]","[0.023842085152864456, 0.7805376648902893]","[0.41535690426826477, 0.9543902277946472]"
"[0.31721553206443787, 0.11054559797048569]","[0.31077003479003906, 0.08886143565177917]","[0.30928581953048706, 0.0883406326174736]","[0.3070756494998932, 0.08802080154418945]","[0.3081461191177368, 0.08914042264223099]","[0.30513474345207214, 0.08895532786846161]","[0.30168411135673523, 0.08889543265104294]","[0.2873136103153229, 0.09805333614349365]","[0.28490766882896423, 0.09808450192213058]","[0.31045326590538025, 0.13213545083999634]","[0.30836135149002075, 0.1321253478527069]","[0.2722180187702179, 0.21444469690322876]","[0.24340328574180603, 0.21088317036628723]","[0.2401639074087143, 0.3574778735637665]","[0.16984990239143372, 0.3430454134941101]","[0.3005288541316986, 0.4222273826599121]","[0.25885140895843506, 0.417110800743103]","[0.3122963309288025, 0.43450215458869934]","[0.28217750787734985, 0.4425441026687622]","[0.3165213465690613, 0.42102155089378357]","[0.2900198698043823, 0.4303707480430603]","[0.31094905734062195, 0.41611248254776]","[0.28369420766830444, 0.4214731752872467]","[0.2546636462211609, 0.5492194294929504]","[0.25283291935920715, 0.5571644902229309]","[0.20681346952915192, 0.7593019008636475]","[0.3249483108520508, 0.7678898572921753]","[0.07798021286725998, 0.6957327723503113]","[0.3523450195789337, 0.9755162000656128]","[0.0564667209982872, 0.6565331816673279]","[0.34843653440475464, 0.9988601207733154]","[0.02644890919327736, 0.7471919059753418]","[0.39857685565948486, 0.9974610209465027]"
"[0.3183239996433258, 0.1177162379026413]","[0.3116840720176697, 0.09457797557115555]","[0.31015682220458984, 0.09373059123754501]","[0.3078839182853699, 0.09286555647850037]","[0.3090168833732605, 0.09550078213214874]","[0.305893212556839, 0.09540489315986633]","[0.3021995723247528, 0.09520430862903595]","[0.2875000238418579, 0.10042429715394974]","[0.28498509526252747, 0.10108756273984909]","[0.31162118911743164, 0.13972336053848267]","[0.3094688653945923, 0.14082178473472595]","[0.27206656336784363, 0.21549810469150543]","[0.24413242936134338, 0.22511625289916992]","[0.2405545562505722, 0.3713473677635193]","[0.18944373726844788, 0.3743637502193451]","[0.2939249873161316, 0.4349816143512726]","[0.2759527266025543, 0.43355563282966614]","[0.3102479875087738, 0.4522976279258728]","[0.2994769513607025, 0.458059698343277]","[0.31437599658966064, 0.4411258101463318]","[0.30620071291923523, 0.44391024112701416]","[0.30827587842941284, 0.4357444941997528]","[0.29978445172309875, 0.4359115958213806]","[0.25078245997428894, 0.5522181391716003]","[0.25647637248039246, 0.5606794357299805]","[0.21085132658481598, 0.7603192329406738]","[0.32420507073402405, 0.770940899848938]","[0.10093694180250168, 0.6757580041885376]","[0.33731943368911743, 0.9775605201721191]","[0.08275094628334045, 0.6380239129066467]","[0.32923653721809387, 0.9933726191520691]","[0.04745594412088394, 0.7184410095214844]","[0.36566489934921265, 1.0390650033950806]"
"[0.3188875615596771, 0.12363754212856293]","[0.31244170665740967, 0.10129330307245255]","[0.310921847820282, 0.10023888945579529]","[0.3086487352848053, 0.09907341003417969]","[0.31011584401130676, 0.10262274742126465]","[0.3072633147239685, 0.10254289209842682]","[0.30378490686416626, 0.10223063081502914]","[0.2878662347793579, 0.10441655665636063]","[0.28555363416671753, 0.10634678602218628]","[0.31280407309532166, 0.14490018784999847]","[0.31090056896209717, 0.1464463174343109]","[0.2716093957424164, 0.22169753909111023]","[0.2460942417383194, 0.2387268841266632]","[0.23531223833560944, 0.3806877136230469]","[0.20030616223812103, 0.3982284963130951]","[0.2918032109737396, 0.4545157849788666]","[0.28473347425460815, 0.45193684101104736]","[0.30917611718177795, 0.47142744064331055]","[0.30647191405296326, 0.4730932116508484]","[0.3139858543872833, 0.45908814668655396]","[0.3129790425300598, 0.45618271827697754]","[0.30751562118530273, 0.45420971512794495]","[0.30773162841796875, 0.4497319757938385]","[0.24975447356700897, 0.5559863448143005]","[0.2560993432998657, 0.5630594491958618]","[0.2227925807237625, 0.766033947467804]","[0.3240417242050171, 0.7759923338890076]","[0.11428125947713852, 0.6694900989532471]","[0.3135979473590851, 0.9845036268234253]","[0.09133478254079819, 0.6279049515724182]","[0.30323001742362976, 0.9957619905471802]","[0.07694368064403534, 0.7018463611602783]","[0.34728527069091797, 1.0636740922927856]"
"[0.31955429911613464, 0.14061933755874634]","[0.31332817673683167, 0.11725544184446335]","[0.31173330545425415, 0.11625964194536209]","[0.30945491790771484, 0.11506463587284088]","[0.31137794256210327, 0.11905701458454132]","[0.3087754547595978, 0.11923908442258835]","[0.30562499165534973, 0.11908242851495743]","[0.289633572101593, 0.11934561282396317]","[0.28720566630363464, 0.12228084355592728]","[0.3133559226989746, 0.16136926412582397]","[0.3116409480571747, 0.1625518947839737]","[0.2721249461174011, 0.23717403411865234]","[0.24778185784816742, 0.2520807981491089]","[0.24532265961170197, 0.39971330761909485]","[0.21036368608474731, 0.41872191429138184]","[0.293379008769989, 0.4674898386001587]","[0.2935560643672943, 0.4648704528808594]","[0.3093718886375427, 0.48765259981155396]","[0.3137564957141876, 0.48718342185020447]","[0.31492942571640015, 0.47895321249961853]","[0.32136040925979614, 0.46978628635406494]","[0.3089735209941864, 0.4688710570335388]","[0.3158886730670929, 0.46279022097587585]","[0.2523111402988434, 0.5613391995429993]","[0.25096815824508667, 0.5707813501358032]","[0.2559393048286438, 0.7639334201812744]","[0.30769187211990356, 0.7874331474304199]","[0.14685893058776855, 0.678738534450531]","[0.2910769283771515, 0.9868065714836121]","[0.1338707059621811, 0.6513299942016602]","[0.27208203077316284, 0.9958969950675964]","[0.09483837336301804, 0.7138840556144714]","[0.3350421190261841, 1.076294183731079]"
"[0.3199678957462311, 0.15872937440872192]","[0.31413325667381287, 0.13397552073001862]","[0.3125774562358856, 0.1329832822084427]","[0.31040433049201965, 0.13175354897975922]","[0.3124890625476837, 0.13546380400657654]","[0.3101409673690796, 0.13554956018924713]","[0.30734503269195557, 0.1353577971458435]","[0.29135507345199585, 0.1363123059272766]","[0.29006490111351013, 0.14026862382888794]","[0.3143984079360962, 0.1783256232738495]","[0.31286540627479553, 0.179140105843544]","[0.2683495879173279, 0.25547856092453003]","[0.2553543746471405, 0.26460590958595276]","[0.2382706254720688, 0.41711902618408203]","[0.22531142830848694, 0.435484379529953]","[0.2838188707828522, 0.5029537081718445]","[0.3082147538661957, 0.46719449758529663]","[0.29531827569007874, 0.5233500599861145]","[0.33116281032562256, 0.4830259084701538]","[0.3000143766403198, 0.5204318165779114]","[0.338167279958725, 0.4665355384349823]","[0.2958544194698334, 0.5099202990531921]","[0.33047163486480713, 0.46080535650253296]","[0.24909549951553345, 0.5673413872718811]","[0.24490414559841156, 0.5786951780319214]","[0.26423379778862, 0.7639910578727722]","[0.2951992452144623, 0.7981918454170227]","[0.18078060448169708, 0.6997613906860352]","[0.2504163980484009, 0.9908216595649719]","[0.17077143490314484, 0.6873788237571716]","[0.23379108309745789, 0.9998109936714172]","[0.12759144604206085, 0.7413259148597717]","[0.2656744718551636, 1.0691951513290405]"
"[0.32127904891967773, 0.16728898882865906]","[0.31549468636512756, 0.14165258407592773]","[0.31404295563697815, 0.14068926870822906]","[0.3120521008968353, 0.13953158259391785]","[0.3141734004020691, 0.1429586559534073]","[0.3121036887168884, 0.14296673238277435]","[0.30962568521499634, 0.14274610579013824]","[0.2938666343688965, 0.14399482309818268]","[0.29251110553741455, 0.14795240759849548]","[0.31597229838371277, 0.18671897053718567]","[0.31469306349754333, 0.18707649409770966]","[0.27107617259025574, 0.26632145047187805]","[0.25586870312690735, 0.275698184967041]","[0.24421335756778717, 0.4338315427303314]","[0.23533421754837036, 0.449427992105484]","[0.2832467257976532, 0.510963499546051]","[0.32206958532333374, 0.4616658091545105]","[0.29349297285079956, 0.5281097292900085]","[0.34570708870887756, 0.4653472900390625]","[0.29527366161346436, 0.5285485982894897]","[0.34931179881095886, 0.4494715631008148]","[0.2949039340019226, 0.5117388367652893]","[0.34168460965156555, 0.4488513767719269]","[0.25449690222740173, 0.5795164108276367]","[0.23617571592330933, 0.5880865454673767]","[0.30433380603790283, 0.7699741721153259]","[0.2745819687843323, 0.81097012758255]","[0.19045761227607727, 0.7231810688972473]","[0.2160620540380478, 0.99119633436203]","[0.17068488895893097, 0.7672315835952759]","[0.20118007063865662, 1.0002795457839966]","[0.14807859063148499, 0.763454020023346]","[0.2413582056760788, 1.0551607608795166]"
"[0.32222262024879456, 0.17462857067584991]","[0.3170918822288513, 0.14829038083553314]","[0.3157554566860199, 0.14730821549892426]","[0.31396642327308655, 0.14606766402721405]","[0.31616219878196716, 0.1488918662071228]","[0.3144167363643646, 0.14837227761745453]","[0.31222808361053467, 0.14755883812904358]","[0.29645663499832153, 0.14906778931617737]","[0.2956502139568329, 0.1516757756471634]","[0.3166220486164093, 0.19358818233013153]","[0.31540969014167786, 0.19325558841228485]","[0.2701109051704407, 0.26590806245803833]","[0.26478832960128784, 0.27804914116859436]","[0.24562175571918488, 0.43634113669395447]","[0.24625886976718903, 0.4518977999687195]","[0.27173683047294617, 0.5295855402946472]","[0.3309774696826935, 0.446285218000412]","[0.2793557345867157, 0.5537409782409668]","[0.35494279861450195, 0.4376377761363983]","[0.2836079001426697, 0.5470142364501953]","[0.3558308780193329, 0.42237386107444763]","[0.28049391508102417, 0.5358045101165771]","[0.3485037088394165, 0.42392826080322266]","[0.25520047545433044, 0.5809782147407532]","[0.23564685881137848, 0.5892499089241028]","[0.32709801197052, 0.7669414281845093]","[0.25385409593582153, 0.8194139003753662]","[0.19967301189899445, 0.7335002422332764]","[0.18582160770893097, 0.9878915548324585]","[0.18393032252788544, 0.7292146682739258]","[0.17438140511512756, 0.9962575435638428]","[0.1663600355386734, 0.792813241481781]","[0.21727262437343597, 1.066637635231018]"
"[0.32286176085472107, 0.17008543014526367]","[0.3185043931007385, 0.14538124203681946]","[0.3171725869178772, 0.14462094008922577]","[0.3153532147407532, 0.1436523199081421]","[0.31738901138305664, 0.145704984664917]","[0.31550487875938416, 0.1451067179441452]","[0.3131808340549469, 0.1442255973815918]","[0.29776206612586975, 0.14732655882835388]","[0.29638639092445374, 0.14840728044509888]","[0.3173084557056427, 0.19013622403144836]","[0.3159528076648712, 0.18924075365066528]","[0.2704189121723175, 0.26111018657684326]","[0.2691349387168884, 0.2754614055156708]","[0.2545962631702423, 0.42463189363479614]","[0.2520669996738434, 0.45042604207992554]","[0.29000183939933777, 0.500968873500824]","[0.3307439684867859, 0.41495853662490845]","[0.29557672142982483, 0.5091840028762817]","[0.3539242148399353, 0.4070906639099121]","[0.2986561059951782, 0.47504544258117676]","[0.3530721366405487, 0.3892901837825775]","[0.3006581962108612, 0.5073404908180237]","[0.34481900930404663, 0.39072829484939575]","[0.25697317719459534, 0.5828555226325989]","[0.23532509803771973, 0.5932871699333191]","[0.33881619572639465, 0.7493144273757935]","[0.22637872397899628, 0.8257080912590027]","[0.22150357067584991, 0.7369202375411987]","[0.15298786759376526, 0.9834536910057068]","[0.19999240338802338, 0.7262029647827148]","[0.14158622920513153, 0.9900832772254944]","[0.20078767836093903, 0.8096200823783875]","[0.1724049597978592, 1.0664418935775757]"
"[0.32318538427352905, 0.1655929535627365]","[0.31868982315063477, 0.14108368754386902]","[0.3173697292804718, 0.14026635885238647]","[0.31558892130851746, 0.13925565779209137]","[0.31728896498680115, 0.1415387988090515]","[0.3152967095375061, 0.14100441336631775]","[0.3128746747970581, 0.1402192860841751]","[0.2978530526161194, 0.14361990988254547]","[0.2959080934524536, 0.1448814570903778]","[0.31758108735084534, 0.1858489215373993]","[0.3159872591495514, 0.18529012799263]","[0.2694753110408783, 0.2608414590358734]","[0.2739642560482025, 0.26978445053100586]","[0.2154410481452942, 0.37856924533843994]","[0.2641717195510864, 0.4357980191707611]","[0.22567912936210632, 0.3686062693595886]","[0.3320932388305664, 0.3808802664279938]","[0.22585506737232208, 0.3693877160549164]","[0.35345885157585144, 0.372832328081131]","[0.22624431550502777, 0.35959845781326294]","[0.3508819043636322, 0.35431748628616333]","[0.2296702116727829, 0.3648936152458191]","[0.3434373140335083, 0.35484254360198975]","[0.257605642080307, 0.5810272693634033]","[0.23613882064819336, 0.5912179946899414]","[0.34607693552970886, 0.7229558825492859]","[0.20757101476192474, 0.8177033066749573]","[0.22555162012577057, 0.7777904272079468]","[0.12519113719463348, 0.9789678454399109]","[0.21335123479366302, 0.7649723887443542]","[0.1102597787976265, 0.9874614477157593]","[0.21898239850997925, 0.8712676167488098]","[0.1470695286989212, 1.0600639581680298]"
"[0.3231273293495178, 0.1611851006746292]","[0.3182728886604309, 0.13615664839744568]","[0.31702181696891785, 0.13533411920070648]","[0.31537488102912903, 0.13467495143413544]","[0.31644734740257263, 0.13608504831790924]","[0.3142797648906708, 0.13514268398284912]","[0.3117729723453522, 0.13427068293094635]","[0.2976001799106598, 0.1412840485572815]","[0.2956330478191376, 0.14173099398612976]","[0.3175435960292816, 0.18290147185325623]","[0.31595379114151, 0.18215715885162354]","[0.2689913809299469, 0.25870755314826965]","[0.2759813368320465, 0.26817557215690613]","[0.20917199552059174, 0.37654173374176025]","[0.26960012316703796, 0.4292931854724884]","[0.2178025245666504, 0.34126776456832886]","[0.33167189359664917, 0.3594178259372711]","[0.2121279090642929, 0.3406510353088379]","[0.350972056388855, 0.3438061773777008]","[0.21747131645679474, 0.33435359597206116]","[0.3475174903869629, 0.32721489667892456]","[0.22101634740829468, 0.3372480571269989]","[0.3408300280570984, 0.33047354221343994]","[0.25998732447624207, 0.5804973840713501]","[0.235783189535141, 0.5904722809791565]","[0.352178692817688, 0.7032452821731567]","[0.18739674985408783, 0.8120675683021545]","[0.24032674729824066, 0.8171499967575073]","[0.09946504980325699, 0.9774041175842285]","[0.21566246449947357, 0.8187224268913269]","[0.08285200595855713, 0.9871935844421387]","[0.25161126255989075, 0.9140608906745911]","[0.12845580279827118, 1.0591782331466675]"
"[0.32311394810676575, 0.15512162446975708]","[0.31779396533966064, 0.1300632655620575]","[0.3165033757686615, 0.12901313602924347]","[0.3148640990257263, 0.12823925912380219]","[0.3160564601421356, 0.12999452650547028]","[0.31394606828689575, 0.12898871302604675]","[0.3115401268005371, 0.1281980574131012]","[0.2973620593547821, 0.13554081320762634]","[0.29531189799308777, 0.1368902027606964]","[0.3175223469734192, 0.1760755330324173]","[0.31589728593826294, 0.17580562829971313]","[0.2658749222755432, 0.24489785730838776]","[0.2804345488548279, 0.2611052989959717]","[0.2008853703737259, 0.33131787180900574]","[0.26812228560447693, 0.41532981395721436]","[0.22988221049308777, 0.35909953713417053]","[0.32907596230506897, 0.3428063690662384]","[0.23522402346134186, 0.3819260001182556]","[0.34812697768211365, 0.3202722668647766]","[0.24180814623832703, 0.3759033679962158]","[0.3441920876502991, 0.30938178300857544]","[0.237444207072258, 0.37635019421577454]","[0.3369273543357849, 0.3182741105556488]","[0.2597501575946808, 0.568938672542572]","[0.23824572563171387, 0.5878180861473083]","[0.35824981331825256, 0.6924245357513428]","[0.16838188469409943, 0.8058045506477356]","[0.26787474751472473, 0.8473880290985107]","[0.08212904632091522, 0.9696497321128845]","[0.24524761736392975, 0.8672177791595459]","[0.06176705285906792, 0.9860734939575195]","[0.29256340861320496, 0.9379639625549316]","[0.10426726192235947, 1.0354197025299072]"
"[0.3226684629917145, 0.14280253648757935]","[0.3158918023109436, 0.1183859184384346]","[0.31406325101852417, 0.1173817366361618]","[0.31186071038246155, 0.11669061332941055]","[0.31524622440338135, 0.11870948225259781]","[0.3134700655937195, 0.11802582442760468]","[0.3113877475261688, 0.11758911609649658]","[0.2951408624649048, 0.12521375715732574]","[0.2951010465621948, 0.1267034262418747]","[0.31621649861335754, 0.16409114003181458]","[0.3156413733959198, 0.16383671760559082]","[0.2574332654476166, 0.23330733180046082]","[0.2857612073421478, 0.24618829786777496]","[0.1900716871023178, 0.3131377696990967]","[0.27134034037590027, 0.38622575998306274]","[0.23536862432956696, 0.36511123180389404]","[0.32486626505851746, 0.34167370200157166]","[0.2439902126789093, 0.38768213987350464]","[0.34499138593673706, 0.3178187906742096]","[0.2525942623615265, 0.3730340898036957]","[0.3420509397983551, 0.30677172541618347]","[0.24599717557430267, 0.38179972767829895]","[0.3357316255569458, 0.31486746668815613]","[0.2628607749938965, 0.5659266114234924]","[0.24079379439353943, 0.5873680114746094]","[0.36447495222091675, 0.6920160055160522]","[0.1557028442621231, 0.7917031049728394]","[0.29504460096359253, 0.8783181309700012]","[0.06235475838184357, 0.956311821937561]","[0.2735290825366974, 0.9060577750205994]","[0.039725758135318756, 0.977310299873352]","[0.33062121272087097, 0.9531367421150208]","[0.07457737624645233, 0.9847215414047241]"
"[0.32213497161865234, 0.14280028641223907]","[0.31538525223731995, 0.11844426393508911]","[0.31331542134284973, 0.11738801747560501]","[0.31084319949150085, 0.1165347695350647]","[0.3152286410331726, 0.11871925741434097]","[0.31342971324920654, 0.11792830377817154]","[0.3114529848098755, 0.11727036535739899]","[0.29440441727638245, 0.12331133335828781]","[0.2958028018474579, 0.12455399334430695]","[0.31489986181259155, 0.1629968136548996]","[0.3153240978717804, 0.16242995858192444]","[0.25027361512184143, 0.23160214722156525]","[0.287995308637619, 0.23581530153751373]","[0.1894366294145584, 0.31066304445266724]","[0.27441102266311646, 0.3793351650238037]","[0.23570258915424347, 0.3537016212940216]","[0.3256770968437195, 0.33362871408462524]","[0.24789372086524963, 0.3639094829559326]","[0.3455108106136322, 0.3113895654678345]","[0.25850188732147217, 0.369428813457489]","[0.3417116403579712, 0.298009991645813]","[0.25303733348846436, 0.37046560645103455]","[0.3353952169418335, 0.30280205607414246]","[0.2663780748844147, 0.564880907535553]","[0.2409762442111969, 0.5855370163917542]","[0.3669443130493164, 0.6908994317054749]","[0.1502092182636261, 0.7824210524559021]","[0.32079213857650757, 0.89522385597229]","[0.036669015884399414, 0.9343247413635254]","[0.2995140850543976, 0.9263440370559692]","[0.017447015270590782, 0.9435024857521057]","[0.3674766421318054, 0.9576165080070496]","[0.045838613063097, 0.9924760460853577]"
