0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
"[0.45824041962623596, 0.2103056162595749]","[0.4508008658885956, 0.19019916653633118]","[0.4497726261615753, 0.19032791256904602]","[0.44839048385620117, 0.19046717882156372]","[0.4479421079158783, 0.19032254815101624]","[0.4452590048313141, 0.1905350685119629]","[0.44228342175483704, 0.19075985252857208]","[0.43433988094329834, 0.20085035264492035]","[0.42797210812568665, 0.20128189027309418]","[0.4540427625179291, 0.2354116141796112]","[0.45095497369766235, 0.23398664593696594]","[0.41661688685417175, 0.32676464319229126]","[0.4040621221065521, 0.31480643153190613]","[0.41105490922927856, 0.48157942295074463]","[0.3277237117290497, 0.45622876286506653]","[0.4651588499546051, 0.47846996784210205]","[0.40062570571899414, 0.5709384679794312]","[0.48090416193008423, 0.4709117114543915]","[0.41252729296684265, 0.6086790561676025]","[0.47944557666778564, 0.4636721611022949]","[0.4206528663635254, 0.6008155941963196]","[0.4730800986289978, 0.468504935503006]","[0.41730472445487976, 0.5889074206352234]","[0.385110467672348, 0.6548811197280884]","[0.3833581209182739, 0.6551023125648499]","[0.4141791760921478, 0.8999062776565552]","[0.4681296646595001, 0.8919241428375244]","[0.3412749171257019, 0.9751400351524353]","[0.3302525281906128, 0.8566665053367615]","[0.3173179030418396, 0.9969919919967651]","[0.31151488423347473, 0.8296459913253784]","[0.3303818106651306, 1.0594462156295776]","[0.3010449707508087, 0.966442883014679]"
"[0.4590650796890259, 0.20970813930034637]","[0.45033159852027893, 0.18958976864814758]","[0.4491531252861023, 0.18985846638679504]","[0.4476313292980194, 0.1903192102909088]","[0.44764986634254456, 0.18996316194534302]","[0.44494810700416565, 0.19020149111747742]","[0.4419597387313843, 0.18991205096244812]","[0.4329931437969208, 0.19828395545482635]","[0.4271797835826874, 0.1989886611700058]","[0.45493799448013306, 0.23462215065956116]","[0.4518367648124695, 0.23277319967746735]","[0.41533228754997253, 0.32363709807395935]","[0.4018458127975464, 0.3138977885246277]","[0.40944406390190125, 0.48597750067710876]","[0.3202238976955414, 0.43484562635421753]","[0.46665140986442566, 0.4527071714401245]","[0.39367714524269104, 0.562785267829895]","[0.48056650161743164, 0.4437170922756195]","[0.4048868417739868, 0.5965206623077393]","[0.4796522557735443, 0.43764740228652954]","[0.41206032037734985, 0.5853509902954102]","[0.47352737188339233, 0.44246453046798706]","[0.4095577597618103, 0.5737332105636597]","[0.38369452953338623, 0.6552072167396545]","[0.3862517774105072, 0.6581660509109497]","[0.38691550493240356, 0.8946788907051086]","[0.48242631554603577, 0.8660420775413513]","[0.3276911973953247, 0.9693174958229065]","[0.3416167199611664, 0.9167289137840271]","[0.3073889911174774, 0.975189745426178]","[0.3173607587814331, 0.9105767607688904]","[0.3259326219558716, 1.0371006727218628]","[0.31145450472831726, 1.0121971368789673]"
"[0.46040812134742737, 0.20429743826389313]","[0.45189177989959717, 0.18482057750225067]","[0.45075640082359314, 0.18503612279891968]","[0.44925135374069214, 0.18547844886779785]","[0.4487294554710388, 0.18437941372394562]","[0.44576019048690796, 0.1843094378709793]","[0.4425467252731323, 0.18415828049182892]","[0.4340225160121918, 0.19546329975128174]","[0.4272107779979706, 0.19591881334781647]","[0.45621100068092346, 0.22848725318908691]","[0.4524737000465393, 0.22679822146892548]","[0.42037203907966614, 0.32231011986732483]","[0.3960113823413849, 0.3020174503326416]","[0.41400036215782166, 0.4636387228965759]","[0.31291061639785767, 0.4108635485172272]","[0.47172924876213074, 0.427325963973999]","[0.3848051130771637, 0.5388902425765991]","[0.4836120903491974, 0.4194396734237671]","[0.39729470014572144, 0.5720047950744629]","[0.48152774572372437, 0.41254425048828125]","[0.4046017825603485, 0.5691044926643372]","[0.47564423084259033, 0.41707897186279297]","[0.40308013558387756, 0.5615180134773254]","[0.3845641314983368, 0.6546298265457153]","[0.38948193192481995, 0.6577575206756592]","[0.35163813829421997, 0.8798014521598816]","[0.49645912647247314, 0.8390669822692871]","[0.27788475155830383, 0.9840511679649353]","[0.3728058934211731, 0.9346859455108643]","[0.25661903619766235, 0.9852907657623291]","[0.34996673464775085, 0.9318450093269348]","[0.2861371636390686, 1.046098232269287]","[0.3840150535106659, 0.9994677305221558]"
"[0.46185606718063354, 0.1971701681613922]","[0.453939825296402, 0.17807920277118683]","[0.4528157114982605, 0.1780521720647812]","[0.45129674673080444, 0.17809736728668213]","[0.4507061243057251, 0.17700666189193726]","[0.44762277603149414, 0.17640502750873566]","[0.4442429542541504, 0.17588423192501068]","[0.4354638457298279, 0.1873558610677719]","[0.4279813766479492, 0.18756641447544098]","[0.4571909010410309, 0.21996040642261505]","[0.4534912705421448, 0.21791383624076843]","[0.42203015089035034, 0.3136332333087921]","[0.3927803337574005, 0.2885304391384125]","[0.42346566915512085, 0.4397197663784027]","[0.30893126130104065, 0.3943505883216858]","[0.47497692704200745, 0.41241300106048584]","[0.3807530999183655, 0.5188103914260864]","[0.48599112033843994, 0.40394410490989685]","[0.3947015702724457, 0.5536402463912964]","[0.48269137740135193, 0.3934844136238098]","[0.40283411741256714, 0.5496554374694824]","[0.4765813648700714, 0.39856699109077454]","[0.4009855389595032, 0.5401302576065063]","[0.39068058133125305, 0.6468034982681274]","[0.396150678396225, 0.6516283750534058]","[0.33870166540145874, 0.8552379608154297]","[0.5086499452590942, 0.8201654553413391]","[0.25790876150131226, 0.9844770431518555]","[0.39870280027389526, 0.9720318913459778]","[0.24111412465572357, 0.9863033890724182]","[0.374998539686203, 0.9750359654426575]","[0.27229753136634827, 1.0496540069580078]","[0.41488155722618103, 1.0435916185379028]"
"[0.46241825819015503, 0.19132936000823975]","[0.4546058475971222, 0.17066986858844757]","[0.4534545838832855, 0.170248344540596]","[0.4519091546535492, 0.1697584092617035]","[0.4513106048107147, 0.1697290986776352]","[0.44815313816070557, 0.16895096004009247]","[0.44472724199295044, 0.16836225986480713]","[0.43574005365371704, 0.1786007136106491]","[0.42809924483299255, 0.17983147501945496]","[0.45723289251327515, 0.21361255645751953]","[0.45342758297920227, 0.21256288886070251]","[0.4217832386493683, 0.30481964349746704]","[0.3904277980327606, 0.28288528323173523]","[0.4305495619773865, 0.42212849855422974]","[0.30345794558525085, 0.3845362365245819]","[0.4729464650154114, 0.39718225598335266]","[0.37654080986976624, 0.49919259548187256]","[0.48206573724746704, 0.3855595886707306]","[0.39314186573028564, 0.5326158404350281]","[0.48040473461151123, 0.37786003947257996]","[0.40189772844314575, 0.526641309261322]","[0.4746703803539276, 0.3811223804950714]","[0.3992779850959778, 0.5174086689949036]","[0.39872995018959045, 0.6365149617195129]","[0.4004892408847809, 0.6465668082237244]","[0.32616469264030457, 0.8351699709892273]","[0.5181093215942383, 0.8059415221214294]","[0.23879456520080566, 0.9841611385345459]","[0.44123080372810364, 0.9919321537017822]","[0.21770669519901276, 0.9864808320999146]","[0.41754788160324097, 1.005864143371582]","[0.24861672520637512, 1.049387812614441]","[0.46998897194862366, 1.0580370426177979]"
"[0.46272727847099304, 0.18868842720985413]","[0.4553876519203186, 0.1675299108028412]","[0.45421305298805237, 0.16694191098213196]","[0.4526580572128296, 0.16629289090633392]","[0.45228350162506104, 0.1665642112493515]","[0.44919660687446594, 0.16556453704833984]","[0.4457852244377136, 0.16472014784812927]","[0.436260849237442, 0.17392438650131226]","[0.4288376271724701, 0.1745341718196869]","[0.45727699995040894, 0.21086598932743073]","[0.4536065459251404, 0.20998722314834595]","[0.42435795068740845, 0.2993311285972595]","[0.3886224627494812, 0.281294047832489]","[0.43421632051467896, 0.4059045612812042]","[0.3022516667842865, 0.37997931241989136]","[0.47342702746391296, 0.38864970207214355]","[0.3765580356121063, 0.4878503382205963]","[0.48289939761161804, 0.378681480884552]","[0.3937656581401825, 0.5197693705558777]","[0.4807659983634949, 0.36859044432640076]","[0.40231192111968994, 0.511749267578125]","[0.4753187298774719, 0.3717580735683441]","[0.3993094861507416, 0.5017335414886475]","[0.41598373651504517, 0.6344872117042542]","[0.39798790216445923, 0.642970621585846]","[0.45539548993110657, 0.840643584728241]","[0.3310548663139343, 0.8211787939071655]","[0.45140206813812256, 0.997627317905426]","[0.23479416966438293, 0.9602039456367493]","[0.3915022313594818, 1.0290127992630005]","[0.21217940747737885, 0.9626895189285278]","[0.4286252558231354, 1.0724165439605713]","[0.2507677972316742, 1.0370814800262451]"
"[0.46385443210601807, 0.18611203134059906]","[0.456294983625412, 0.16341617703437805]","[0.45494604110717773, 0.16255103051662445]","[0.45316600799560547, 0.16156187653541565]","[0.4535162150859833, 0.16257475316524506]","[0.45052334666252136, 0.1614043414592743]","[0.44711053371429443, 0.1603541523218155]","[0.4362469017505646, 0.16835525631904602]","[0.42965105175971985, 0.1687954217195511]","[0.4583672881126404, 0.20833957195281982]","[0.454807847738266, 0.20782151818275452]","[0.4245525598526001, 0.29220065474510193]","[0.38801899552345276, 0.27549096941947937]","[0.434999018907547, 0.4020208716392517]","[0.301107257604599, 0.37431424856185913]","[0.47222697734832764, 0.39043399691581726]","[0.37823450565338135, 0.47982990741729736]","[0.48050153255462646, 0.3853342831134796]","[0.3945969343185425, 0.5124842524528503]","[0.4781542718410492, 0.3724077343940735]","[0.40425726771354675, 0.5051365494728088]","[0.4729689359664917, 0.37444496154785156]","[0.401641309261322, 0.4944997727870941]","[0.4171113669872284, 0.629423201084137]","[0.40868502855300903, 0.637313723564148]","[0.34060031175613403, 0.8202041983604431]","[0.5088164210319519, 0.8123937249183655]","[0.2306804209947586, 0.934771716594696]","[0.4864104688167572, 1.0077288150787354]","[0.20450754463672638, 0.9352097511291504]","[0.44953665137290955, 1.0280283689498901]","[0.23119187355041504, 1.0025187730789185]","[0.5051788687705994, 1.0786436796188354]"
"[0.46415239572525024, 0.18542419373989105]","[0.4562816619873047, 0.16212767362594604]","[0.45495718717575073, 0.16129142045974731]","[0.4532611668109894, 0.16038420796394348]","[0.4536857604980469, 0.1616259515285492]","[0.45080307126045227, 0.16065488755702972]","[0.4475451409816742, 0.15981590747833252]","[0.436398983001709, 0.16742554306983948]","[0.4299933612346649, 0.16799713671207428]","[0.45883578062057495, 0.20768067240715027]","[0.45541223883628845, 0.20775854587554932]","[0.43128642439842224, 0.29238641262054443]","[0.38656795024871826, 0.27701497077941895]","[0.4297316372394562, 0.40865907073020935]","[0.2992381751537323, 0.37785986065864563]","[0.4711766541004181, 0.4027569890022278]","[0.3792940378189087, 0.47386083006858826]","[0.4805045425891876, 0.39808279275894165]","[0.3963477313518524, 0.5020209550857544]","[0.47813236713409424, 0.3870975971221924]","[0.40530824661254883, 0.4937942624092102]","[0.4729643762111664, 0.38871484994888306]","[0.40209105610847473, 0.4825843572616577]","[0.42248260974884033, 0.6298806667327881]","[0.41168925166130066, 0.6366751194000244]","[0.3335114121437073, 0.8202440738677979]","[0.5164719223976135, 0.8151521682739258]","[0.21302983164787292, 0.8914973735809326]","[0.5111154317855835, 1.0282648801803589]","[0.18905854225158691, 0.8790415525436401]","[0.4896901249885559, 1.066595196723938]","[0.19981946051120758, 0.9719662070274353]","[0.5435654520988464, 1.1217509508132935]"
"[0.46711814403533936, 0.17986205220222473]","[0.4590373635292053, 0.15686850249767303]","[0.45756280422210693, 0.15602292120456696]","[0.45567241311073303, 0.15515704452991486]","[0.4565870463848114, 0.15678027272224426]","[0.45383548736572266, 0.15597690641880035]","[0.4507855176925659, 0.15529030561447144]","[0.43800726532936096, 0.1638411283493042]","[0.43272864818573, 0.16421356797218323]","[0.46184396743774414, 0.20217196643352509]","[0.4588179588317871, 0.20283611118793488]","[0.43290242552757263, 0.28967416286468506]","[0.3869905173778534, 0.2779637575149536]","[0.42654159665107727, 0.4088960289955139]","[0.3031841814517975, 0.3834323585033417]","[0.47204482555389404, 0.410761296749115]","[0.3821489214897156, 0.4753885269165039]","[0.48363545536994934, 0.410590797662735]","[0.399011492729187, 0.5001851320266724]","[0.48068514466285706, 0.4058583974838257]","[0.4077966809272766, 0.4904438853263855]","[0.47466009855270386, 0.40591591596603394]","[0.4045719504356384, 0.48059171438217163]","[0.4204522371292114, 0.6295602321624756]","[0.41275814175605774, 0.6371341347694397]","[0.33761945366859436, 0.819111168384552]","[0.5093706250190735, 0.8196766376495361]","[0.21664731204509735, 0.8506284952163696]","[0.5209006071090698, 1.0334292650222778]","[0.19440478086471558, 0.8287814259529114]","[0.5030101537704468, 1.0810257196426392]","[0.19597038626670837, 0.9278132915496826]","[0.5459365844726562, 1.1430997848510742]"
"[0.4686335623264313, 0.17798306047916412]","[0.4604696035385132, 0.15476921200752258]","[0.458873450756073, 0.15389619767665863]","[0.4568762183189392, 0.15301436185836792]","[0.45815691351890564, 0.15461452305316925]","[0.45536354184150696, 0.15364333987236023]","[0.4522767961025238, 0.15271161496639252]","[0.4385879933834076, 0.1611362248659134]","[0.4335000813007355, 0.16090510785579681]","[0.46267667412757874, 0.2006453275680542]","[0.4598270654678345, 0.20174551010131836]","[0.43449822068214417, 0.2881227135658264]","[0.3872622549533844, 0.27747589349746704]","[0.4252185821533203, 0.41019800305366516]","[0.30602726340293884, 0.3871278762817383]","[0.4727887511253357, 0.43922480940818787]","[0.3856787383556366, 0.4793393611907959]","[0.48621636629104614, 0.4487793445587158]","[0.4044772982597351, 0.5054852366447449]","[0.4835309684276581, 0.44255852699279785]","[0.4135802686214447, 0.4959542155265808]","[0.47674596309661865, 0.4391945004463196]","[0.4116707146167755, 0.48647603392601013]","[0.4182412028312683, 0.6287031173706055]","[0.41171994805336, 0.636806845664978]","[0.3466971218585968, 0.8238071799278259]","[0.5022582411766052, 0.8236947655677795]","[0.2233130931854248, 0.8112956285476685]","[0.5139539241790771, 1.048444151878357]","[0.20166967809200287, 0.774894654750824]","[0.5038342475891113, 1.0641745328903198]","[0.19472534954547882, 0.8788053393363953]","[0.5415747165679932, 1.136683702468872]"
"[0.47004610300064087, 0.17694976925849915]","[0.4620053470134735, 0.1534651815891266]","[0.4604695737361908, 0.1526733785867691]","[0.4585224688053131, 0.1519005000591278]","[0.45965152978897095, 0.15329153835773468]","[0.45688503980636597, 0.15240707993507385]","[0.4537808299064636, 0.15156878530979156]","[0.4400613009929657, 0.16085262596607208]","[0.4348185956478119, 0.16061104834079742]","[0.46446549892425537, 0.19982731342315674]","[0.4616055190563202, 0.2011379897594452]","[0.43719160556793213, 0.289084792137146]","[0.38746747374534607, 0.2782779037952423]","[0.4248715043067932, 0.4242224097251892]","[0.3097633719444275, 0.3972732424736023]","[0.47370216250419617, 0.47169238328933716]","[0.39327383041381836, 0.48210448026657104]","[0.4897412955760956, 0.4875498414039612]","[0.4136142432689667, 0.5089126229286194]","[0.48903098702430725, 0.4787086844444275]","[0.42129820585250854, 0.4976502060890198]","[0.4810405671596527, 0.4730876386165619]","[0.41961678862571716, 0.4883069694042206]","[0.41642433404922485, 0.6282029747962952]","[0.4116204082965851, 0.6364701390266418]","[0.3531228005886078, 0.8281474113464355]","[0.49676236510276794, 0.8378429412841797]","[0.2307368665933609, 0.7851282358169556]","[0.5051808953285217, 1.0779573917388916]","[0.20762185752391815, 0.7490614056587219]","[0.4981003701686859, 1.0874640941619873]","[0.19836941361427307, 0.8377266526222229]","[0.5229762196540833, 1.1659711599349976]"
"[0.4715988337993622, 0.17631684243679047]","[0.46375519037246704, 0.15246228873729706]","[0.46223005652427673, 0.15165777504444122]","[0.4603014886379242, 0.15087619423866272]","[0.46132808923721313, 0.15244314074516296]","[0.458579421043396, 0.151723712682724]","[0.45551207661628723, 0.1510336697101593]","[0.441956490278244, 0.1606171727180481]","[0.4371633231639862, 0.1607019454240799]","[0.46622276306152344, 0.1995433121919632]","[0.46333158016204834, 0.2008369117975235]","[0.43837010860443115, 0.28919246792793274]","[0.38777369260787964, 0.2822316884994507]","[0.4243227541446686, 0.4331361651420593]","[0.3242552578449249, 0.4265180826187134]","[0.47254833579063416, 0.49493464827537537]","[0.41004475951194763, 0.48537805676460266]","[0.48867595195770264, 0.5176558494567871]","[0.4314855933189392, 0.5110841393470764]","[0.48821642994880676, 0.5071216225624084]","[0.4396216571331024, 0.49976450204849243]","[0.480275958776474, 0.4981020987033844]","[0.4355889856815338, 0.4909137189388275]","[0.4193946421146393, 0.6258077025413513]","[0.4118160903453827, 0.6338057518005371]","[0.36486420035362244, 0.8337171673774719]","[0.4926224946975708, 0.8570732474327087]","[0.24762216210365295, 0.7697190046310425]","[0.5027260184288025, 1.0808371305465698]","[0.2230830192565918, 0.7377500534057617]","[0.4950588643550873, 1.0871069431304932]","[0.21369920670986176, 0.814319372177124]","[0.5225780606269836, 1.171217441558838]"
"[0.47216087579727173, 0.1792048215866089]","[0.4648057520389557, 0.15484124422073364]","[0.4633975625038147, 0.15393070876598358]","[0.4615893065929413, 0.1530456244945526]","[0.46205514669418335, 0.15469348430633545]","[0.45921728014945984, 0.15386104583740234]","[0.45605912804603577, 0.15315954387187958]","[0.44283977150917053, 0.16159766912460327]","[0.43770381808280945, 0.16247566044330597]","[0.46670177578926086, 0.2028847634792328]","[0.4634825587272644, 0.20419858396053314]","[0.4391465187072754, 0.2896447777748108]","[0.38972601294517517, 0.29075050354003906]","[0.4254618287086487, 0.443509966135025]","[0.33670175075531006, 0.45261815190315247]","[0.4724815785884857, 0.5250594615936279]","[0.4290904998779297, 0.4967819154262543]","[0.48781585693359375, 0.551738440990448]","[0.45166295766830444, 0.5213233232498169]","[0.4869817793369293, 0.540080726146698]","[0.4577857553958893, 0.5001182556152344]","[0.47974252700805664, 0.5276766419410706]","[0.45186513662338257, 0.49118608236312866]","[0.4195236563682556, 0.6257877349853516]","[0.4118296802043915, 0.6325599551200867]","[0.37905067205429077, 0.8406133055686951]","[0.4897458851337433, 0.8655644655227661]","[0.27497655153274536, 0.7622346878051758]","[0.48521631956100464, 1.0832990407943726]","[0.2610555589199066, 0.7183853983879089]","[0.47471460700035095, 1.0918768644332886]","[0.22850646078586578, 0.7956860065460205]","[0.5009522438049316, 1.1653193235397339]"
"[0.47487688064575195, 0.18131954967975616]","[0.46762341260910034, 0.1580684781074524]","[0.46645164489746094, 0.1572921872138977]","[0.46490278840065, 0.15661633014678955]","[0.46460312604904175, 0.1579912304878235]","[0.4617256224155426, 0.15728168189525604]","[0.45857957005500793, 0.1568395048379898]","[0.447231262922287, 0.16621704399585724]","[0.4406518042087555, 0.1671934276819229]","[0.46994608640670776, 0.20421211421489716]","[0.46672323346138, 0.20528578758239746]","[0.4432552456855774, 0.29797905683517456]","[0.3941666781902313, 0.3045460879802704]","[0.42331457138061523, 0.4603646993637085]","[0.345309317111969, 0.4728659391403198]","[0.4723445475101471, 0.5439480543136597]","[0.4407619535923004, 0.5118654370307922]","[0.48571285605430603, 0.5690802931785583]","[0.46391111612319946, 0.5362521409988403]","[0.4860173463821411, 0.5576586127281189]","[0.4683303236961365, 0.5118714570999146]","[0.47903361916542053, 0.5459298491477966]","[0.4626510739326477, 0.503078818321228]","[0.4218059778213501, 0.6312980055809021]","[0.4117931127548218, 0.6365365982055664]","[0.39617395401000977, 0.8508070707321167]","[0.4880852699279785, 0.8751721978187561]","[0.2930491864681244, 0.7789689898490906]","[0.47531354427337646, 1.083400845527649]","[0.29145413637161255, 0.7216257452964783]","[0.462625116109848, 1.0920820236206055]","[0.25900474190711975, 0.7761542201042175]","[0.48710623383522034, 1.160987377166748]"
"[0.4769257605075836, 0.1973782479763031]","[0.4712911546230316, 0.1758694052696228]","[0.470450758934021, 0.17569054663181305]","[0.4692322313785553, 0.17539462447166443]","[0.4684795141220093, 0.17504557967185974]","[0.4657377004623413, 0.17435768246650696]","[0.4625821113586426, 0.17361320555210114]","[0.4515934884548187, 0.18098458647727966]","[0.44404157996177673, 0.18011629581451416]","[0.472208172082901, 0.21906079351902008]","[0.46907860040664673, 0.2190389335155487]","[0.4474910497665405, 0.3130212724208832]","[0.3970588147640228, 0.3171912729740143]","[0.4235268831253052, 0.47932687401771545]","[0.3539913594722748, 0.49903151392936707]","[0.4718203544616699, 0.5542629957199097]","[0.4542372524738312, 0.5203420519828796]","[0.48448869585990906, 0.5801055431365967]","[0.47585371136665344, 0.542169451713562]","[0.48565346002578735, 0.5629308819770813]","[0.48297110199928284, 0.5119242668151855]","[0.4799083471298218, 0.5502253174781799]","[0.47636789083480835, 0.5044731497764587]","[0.42629924416542053, 0.6454403400421143]","[0.41056889295578003, 0.6569116711616516]","[0.42735061049461365, 0.8563117980957031]","[0.47959908843040466, 0.8859637379646301]","[0.3376704156398773, 0.7668834924697876]","[0.4130724370479584, 0.9751182198524475]","[0.3255150616168976, 0.7344300746917725]","[0.4009491205215454, 0.9614255428314209]","[0.2895284593105316, 0.7881414890289307]","[0.4135046899318695, 1.016776204109192]"
"[0.4784613847732544, 0.2111346423625946]","[0.47301727533340454, 0.18924681842327118]","[0.47207263112068176, 0.18908308446407318]","[0.47071027755737305, 0.18877553939819336]","[0.4705148935317993, 0.18868014216423035]","[0.4679293930530548, 0.18813909590244293]","[0.4649045169353485, 0.187551811337471]","[0.45293423533439636, 0.19588667154312134]","[0.4466884732246399, 0.19531679153442383]","[0.47349727153778076, 0.2327450066804886]","[0.47050583362579346, 0.23214082419872284]","[0.44663408398628235, 0.32319676876068115]","[0.4018888771533966, 0.32796627283096313]","[0.42302581667900085, 0.4849737584590912]","[0.37093082070350647, 0.5059243440628052]","[0.46272119879722595, 0.5673879384994507]","[0.4641881585121155, 0.5188860893249512]","[0.475293904542923, 0.5903851389884949]","[0.4872306287288666, 0.5382530093193054]","[0.47745281457901, 0.584011971950531]","[0.49439412355422974, 0.5061611533164978]","[0.4745252728462219, 0.5665634870529175]","[0.4860946536064148, 0.5011386871337891]","[0.42658621072769165, 0.6446345448493958]","[0.40956994891166687, 0.6566852927207947]","[0.43899524211883545, 0.8513427376747131]","[0.463116854429245, 0.8905248641967773]","[0.3568693995475769, 0.771378219127655]","[0.41697365045547485, 1.0111229419708252]","[0.3374975919723511, 0.740796685218811]","[0.4014786183834076, 1.0113354921340942]","[0.31582120060920715, 0.8106446862220764]","[0.43347403407096863, 1.0717523097991943]"
"[0.4792744219303131, 0.2191677987575531]","[0.47423964738845825, 0.19613459706306458]","[0.4732358157634735, 0.1960313767194748]","[0.47178328037261963, 0.19575688242912292]","[0.4717628061771393, 0.1954462230205536]","[0.46913450956344604, 0.19489815831184387]","[0.46612152457237244, 0.19427961111068726]","[0.4531974792480469, 0.2015208750963211]","[0.44794708490371704, 0.20122699439525604]","[0.47405120730400085, 0.24051779508590698]","[0.47105666995048523, 0.23974394798278809]","[0.4403323829174042, 0.32694584131240845]","[0.41278183460235596, 0.3356320858001709]","[0.41733700037002563, 0.4887344241142273]","[0.3843296468257904, 0.5202268362045288]","[0.45942556858062744, 0.5456445813179016]","[0.48008444905281067, 0.5110216736793518]","[0.4754278361797333, 0.5655626058578491]","[0.5057665109634399, 0.5068555474281311]","[0.4776068925857544, 0.5517791509628296]","[0.507256269454956, 0.4852086901664734]","[0.47466880083084106, 0.5412247776985168]","[0.49940046668052673, 0.48473289608955383]","[0.4258536696434021, 0.6478140354156494]","[0.4093712568283081, 0.6618095636367798]","[0.4681738018989563, 0.8583078980445862]","[0.46249035000801086, 0.8913871049880981]","[0.3608757257461548, 0.8369091153144836]","[0.3976326584815979, 0.9958904385566711]","[0.34290996193885803, 0.817124605178833]","[0.3819774091243744, 0.989120364189148]","[0.3328932225704193, 0.8170785307884216]","[0.4128594398498535, 1.0565632581710815]"
"[0.48114100098609924, 0.2199564129114151]","[0.4751332402229309, 0.19509375095367432]","[0.4736976623535156, 0.19478167593479156]","[0.47180065512657166, 0.19431795179843903]","[0.4736573100090027, 0.19485405087471008]","[0.4713914096355438, 0.19450689852237701]","[0.46873176097869873, 0.1941472887992859]","[0.45248451828956604, 0.20186688005924225]","[0.45088431239128113, 0.2023858278989792]","[0.47510984539985657, 0.24218176305294037]","[0.47316262125968933, 0.24152334034442902]","[0.42576345801353455, 0.329326868057251]","[0.4267834722995758, 0.34096699953079224]","[0.41226911544799805, 0.4909462332725525]","[0.4034642279148102, 0.521328866481781]","[0.4479164481163025, 0.5538680553436279]","[0.49066048860549927, 0.4861249625682831]","[0.4618850350379944, 0.5752506256103516]","[0.5145801305770874, 0.47831568121910095]","[0.4651068449020386, 0.5645914077758789]","[0.5141510367393494, 0.4595201015472412]","[0.4592548608779907, 0.5556885004043579]","[0.5068427920341492, 0.4597502648830414]","[0.41819339990615845, 0.6535053253173828]","[0.40996530652046204, 0.6656400561332703]","[0.4855843186378479, 0.857884407043457]","[0.4641241431236267, 0.8909569382667542]","[0.36448055505752563, 0.8342606425285339]","[0.3648597300052643, 0.8839216828346252]","[0.3511544466018677, 0.8123784065246582]","[0.3588821589946747, 0.817312479019165]","[0.33887234330177307, 0.8844399452209473]","[0.3498283922672272, 0.9156504273414612]"
"[0.48220381140708923, 0.2157692164182663]","[0.47578033804893494, 0.19142112135887146]","[0.4741765558719635, 0.19106456637382507]","[0.4720844626426697, 0.19058993458747864]","[0.474388986825943, 0.19117222726345062]","[0.47212469577789307, 0.19076140224933624]","[0.4695225656032562, 0.19035708904266357]","[0.45268216729164124, 0.19831185042858124]","[0.4523259401321411, 0.19886872172355652]","[0.4759075343608856, 0.2380102425813675]","[0.47431910037994385, 0.23765362799167633]","[0.4275648295879364, 0.3266746699810028]","[0.4265590310096741, 0.33715343475341797]","[0.4136787950992584, 0.4884582459926605]","[0.41499564051628113, 0.5114939212799072]","[0.4488016963005066, 0.5542746186256409]","[0.4944683015346527, 0.45076924562454224]","[0.4623890817165375, 0.5724337100982666]","[0.5155524611473083, 0.4358319342136383]","[0.46737030148506165, 0.5615386366844177]","[0.5138346552848816, 0.4198325276374817]","[0.4595690965652466, 0.5538167357444763]","[0.5073027014732361, 0.4225305914878845]","[0.4248230755329132, 0.6575649976730347]","[0.40370312333106995, 0.6677228808403015]","[0.5107033252716064, 0.837009072303772]","[0.3979165256023407, 0.9004491567611694]","[0.39103254675865173, 0.8661080002784729]","[0.3400827646255493, 1.0220892429351807]","[0.3749273717403412, 0.8625670671463013]","[0.3232126533985138, 1.028954029083252]","[0.38751867413520813, 0.943139374256134]","[0.3692927360534668, 1.1013963222503662]"
"[0.48356324434280396, 0.21488378942012787]","[0.47658488154411316, 0.19010819494724274]","[0.47497376799583435, 0.1898355484008789]","[0.47294023633003235, 0.1893160343170166]","[0.4749900698661804, 0.1896103322505951]","[0.4725564122200012, 0.18911375105381012]","[0.46979713439941406, 0.18855659663677216]","[0.4542376697063446, 0.19637154042720795]","[0.4533225893974304, 0.19681772589683533]","[0.4778718650341034, 0.23715218901634216]","[0.47586190700531006, 0.23639459908008575]","[0.427908718585968, 0.32561132311820984]","[0.4298161268234253, 0.33272671699523926]","[0.4182162582874298, 0.48414719104766846]","[0.4266807734966278, 0.5017672777175903]","[0.4503107964992523, 0.5764073729515076]","[0.49689069390296936, 0.4193216562271118]","[0.4628910422325134, 0.6015192866325378]","[0.5144977569580078, 0.4068925082683563]","[0.46468618512153625, 0.5952795147895813]","[0.5120549201965332, 0.39138638973236084]","[0.4578847587108612, 0.5848436951637268]","[0.5057876110076904, 0.39337489008903503]","[0.4289773106575012, 0.6554679274559021]","[0.40381017327308655, 0.6662926077842712]","[0.5201840400695801, 0.8085345029830933]","[0.38398540019989014, 0.8969132304191589]","[0.3920154571533203, 0.8962092399597168]","[0.328558087348938, 1.0035381317138672]","[0.37262028455734253, 0.8979282975196838]","[0.3041278123855591, 1.0105470418930054]","[0.38974276185035706, 0.9854930639266968]","[0.3542949855327606, 1.0978221893310547]"
